Target,Plate,Well,Cellv,Reads
UBQLN1_sg3,P06-P06,R13-C04,1.0,1867
UBQLN1_sg3,P06-P06,R13-C16,0.0,366
UBQLN1_sg3,P06-P06,R13-C06,1.0,2232
UBQLN1_sg3,P06-P06,R13-C14,1.0,2157
UBQLN1_sg3,P06-P06,R11-C22,1.0,2026
UBQLN1_sg3,P06-P06,R11-C20,1.0,1957
UBQLN1_sg3,P06-P06,R11-C24,1.0,2150
UBQLN1_sg3,P06-P06,R11-C08,0.0,879
UBQLN1_sg3,P06-P06,R11-C18,1.0,1656
UBQLN1_sg3,P06-P06,R11-C12,1.0,2895
UBQLN1_sg3,P06-P06,R11-C02,0.0,581
UBQLN1_sg3,P06-P06,R11-C10,1.0,3896
UBQLN1_sg3,P06-P06,R11-C04,1.0,3464
UBQLN1_sg3,P06-P06,R11-C16,1.0,2419
UBQLN1_sg3,P06-P06,R11-C06,0.0,3025
UBQLN1_sg3,P06-P06,R11-C14,1.0,2998
UBQLN1_sg3,P06-P06,R09-C22,0.0,617
UBQLN1_sg3,P06-P06,R09-C20,1.0,2624
UBQLN1_sg3,P06-P06,R09-C24,1.0,1208
UBQLN1_sg3,P06-P06,R09-C08,0.0,433
UBQLN1_sg3,P06-P06,R09-C18,1.0,1254
UBQLN1_sg3,P06-P06,R09-C12,0.0,309
UBQLN1_sg3,P06-P06,R09-C02,1.0,1283
UBQLN1_sg3,P06-P06,R09-C10,1.0,1933
UBQLN1_sg3,P06-P06,R09-C04,0.0,609
UBQLN1_sg3,P06-P06,R09-C16,0.0,314
UBQLN1_sg3,P06-P06,R09-C06,1.0,968
UBQLN1_sg3,P06-P06,R09-C14,0.0,2264
UBQLN1_sg3,P06-P06,R07-C22,1.0,4603
UBQLN1_sg3,P06-P06,R07-C20,1.0,3212
UBQLN1_sg3,P06-P06,R07-C24,0.0,800
UBQLN1_sg3,P06-P06,R07-C08,1.0,3162
UBQLN1_sg3,P06-P06,R07-C18,1.0,1360
UBQLN1_sg3,P06-P06,R07-C12,1.0,2844
UBQLN1_sg3,P06-P06,R07-C02,0.0,601
UBQLN1_sg3,P06-P06,R07-C10,1.0,3763
UBQLN1_sg3,P06-P06,R07-C04,1.0,2917
UBQLN1_sg3,P06-P06,R07-C16,0.0,629
UBQLN1_sg3,P06-P06,R07-C06,1.0,4060
UBQLN1_sg3,P06-P06,R07-C14,1.0,3150
UBQLN1_sg3,P07-P07,R01-C22,1.0,1988
UBQLN1_sg3,P07-P07,R01-C20,1.0,1602
UBQLN1_sg3,P07-P07,R01-C24,0.0,425
UBQLN1_sg3,P07-P07,R01-C08,0.0,519
UBQLN1_sg3,P07-P07,R01-C18,1.0,1430
UBQLN1_sg3,P07-P07,R01-C12,0.0,390
UBQLN1_sg3,P07-P07,R01-C02,0.0,329
UBQLN1_sg3,P07-P07,R01-C10,1.0,2461
UBQLN1_sg3,P07-P07,R01-C04,1.0,2075
UBQLN1_sg3,P07-P07,R01-C16,0.0,362
UBQLN1_sg3,P07-P07,R01-C06,1.0,2664
UBQLN1_sg3,P07-P07,R01-C14,0.0,696
UBQLN1_sg3,P07-P07,R03-C22,1.0,1119
UBQLN1_sg3,P07-P07,R03-C20,0.0,567
UBQLN1_sg3,P07-P07,R03-C24,1.0,1238
UBQLN1_sg3,P07-P07,R03-C08,1.0,2736
UBQLN1_sg3,P07-P07,R03-C18,1.0,807
UBQLN1_sg3,P07-P07,R03-C12,0.0,345
UBQLN1_sg3,P07-P07,R03-C02,1.0,1759
UBQLN1_sg3,P07-P07,R03-C10,0.0,859
UBQLN1_sg3,P07-P07,R03-C16,0.0,352
UBQLN1_sg3,P07-P07,R03-C06,1.0,2673
UBQLN1_sg3,P07-P07,R03-C14,1.0,1497
UBQLN1_sg3,P07-P07,R03-C04,1.0,767
UBQLN1_sg3,P07-P07,R15-C22,0.0,3043
UBQLN1_sg3,P07-P07,R15-C20,0.0,672
UBQLN1_sg3,P07-P07,R15-C24,1.0,1539
UBQLN1_sg3,P07-P07,R15-C08,1.0,1849
UBQLN1_sg3,P07-P07,R15-C18,0.0,779
UBQLN1_sg3,P07-P07,R15-C12,0.0,374
UBQLN1_sg3,P07-P07,R15-C02,0.0,401
UBQLN1_sg3,P07-P07,R15-C10,1.0,2243
UBQLN1_sg3,P07-P07,R15-C04,0.0,780
UBQLN1_sg3,P07-P07,R15-C16,1.0,1212
UBQLN1_sg3,P07-P07,R15-C06,1.0,2500
UBQLN1_sg3,P07-P07,R15-C14,1.0,1708
UBQLN1_sg3,P07-P07,R05-C22,1.0,2860
UBQLN1_sg3,P07-P07,R05-C20,0.0,817
UBQLN1_sg3,P07-P07,R05-C24,0.0,585
UBQLN1_sg3,P07-P07,R05-C08,0.0,721
UBQLN1_sg3,P07-P07,R05-C18,0.0,588
UBQLN1_sg3,P07-P07,R05-C12,0.0,495
UBQLN1_sg3,P07-P07,R05-C02,0.0,503
UBQLN1_sg3,P07-P07,R05-C10,0.0,2959
UBQLN1_sg3,P07-P07,R05-C04,1.0,4328
UBQLN1_sg3,P07-P07,R05-C16,1.0,1806
UBQLN1_sg3,P07-P07,R05-C06,1.0,5152
UBQLN1_sg3,P07-P07,R05-C14,0.0,892
UBQLN1_sg3,P07-P07,R13-C22,0.0,822
UBQLN1_sg3,P07-P07,R13-C20,0.0,2362
UBQLN1_sg3,P07-P07,R13-C24,1.0,1392
UBQLN1_sg3,P07-P07,R13-C08,1.0,1371
UBQLN1_sg3,P07-P07,R13-C18,0.0,518
UBQLN1_sg3,P07-P07,R13-C12,0.0,426
UBQLN1_sg3,P07-P07,R13-C02,1.0,1476
UBQLN1_sg3,P07-P07,R13-C10,1.0,2563
UBQLN1_sg3,P07-P07,R13-C04,1.0,1936
UBQLN1_sg3,P07-P07,R13-C16,0.0,408
UBQLN1_sg3,P07-P07,R13-C06,1.0,2169
UBQLN1_sg3,P07-P07,R13-C14,1.0,2226
UBQLN1_sg3,P07-P07,R07-C22,1.0,4614
UBQLN1_sg3,P07-P07,R07-C20,1.0,3238
UBQLN1_sg3,P07-P07,R07-C24,0.0,807
UBQLN1_sg3,P07-P07,R07-C08,1.0,3153
UBQLN1_sg3,P07-P07,R07-C18,1.0,1436
UBQLN1_sg3,P07-P07,R07-C12,1.0,2766
UBQLN1_sg3,P07-P07,R07-C02,0.0,646
UBQLN1_sg3,P07-P07,R07-C10,1.0,3934
UBQLN1_sg3,P07-P07,R07-C04,1.0,3063
UBQLN1_sg3,P07-P07,R07-C16,0.0,661
UBQLN1_sg3,P07-P07,R07-C06,1.0,4157
UBQLN1_sg3,P07-P07,R07-C14,1.0,3037
UBQLN1_sg3,P07-P07,R11-C22,1.0,2160
UBQLN1_sg3,P07-P07,R11-C20,1.0,2065
UBQLN1_sg3,P07-P07,R11-C24,1.0,2279
UBQLN1_sg3,P07-P07,R11-C08,0.0,931
UBQLN1_sg3,P07-P07,R11-C18,1.0,1722
UBQLN1_sg3,P07-P07,R11-C12,1.0,2921
UBQLN1_sg3,P07-P07,R11-C02,0.0,582
UBQLN1_sg3,P07-P07,R11-C10,1.0,3875
UBQLN1_sg3,P07-P07,R11-C04,1.0,3419
UBQLN1_sg3,P07-P07,R11-C16,1.0,2498
UBQLN1_sg3,P07-P07,R11-C06,0.0,3258
UBQLN1_sg3,P07-P07,R11-C14,1.0,3117
UBQLN1_sg3,P07-P07,R09-C22,0.0,661
UBQLN1_sg3,P07-P07,R09-C20,1.0,2589
UBQLN1_sg3,P07-P07,R09-C24,1.0,1304
UBQLN1_sg3,P07-P07,R09-C08,0.0,455
UBQLN1_sg3,P07-P07,R09-C18,1.0,1340
UBQLN1_sg3,P07-P07,R09-C12,0.0,348
UBQLN1_sg3,P07-P07,R09-C02,1.0,1442
UBQLN1_sg3,P07-P07,R09-C10,1.0,1998
UBQLN1_sg3,P07-P07,R09-C04,0.0,617
UBQLN1_sg3,P07-P07,R09-C16,0.0,323
UBQLN1_sg3,P07-P07,R09-C06,1.0,1000
UBQLN1_sg3,P07-P07,R09-C14,0.0,2447
UBQLN1_sg4,P01-P01,R01-C22,0.0,2869
UBQLN1_sg4,P01-P01,R01-C20,1.0,1543
UBQLN1_sg4,P01-P01,R01-C24,0.0,1770
UBQLN1_sg4,P01-P01,R01-C08,0.0,981
UBQLN1_sg4,P01-P01,R01-C18,1.0,2049
UBQLN1_sg4,P01-P01,R01-C12,1.0,4078
UBQLN1_sg4,P01-P01,R01-C02,0.0,739
UBQLN1_sg4,P01-P01,R01-C10,1.0,369
UBQLN1_sg4,P01-P01,R01-C04,1.0,1906
UBQLN1_sg4,P01-P01,R01-C16,0.0,611
UBQLN1_sg4,P01-P01,R01-C06,0.0,503
UBQLN1_sg4,P01-P01,R01-C14,1.0,3583
UBQLN1_sg4,P01-P01,R03-C22,1.0,5921
UBQLN1_sg4,P01-P01,R03-C20,0.0,639
UBQLN1_sg4,P01-P01,R03-C24,1.0,1680
UBQLN1_sg4,P01-P01,R03-C08,1.0,2890
UBQLN1_sg4,P01-P01,R03-C18,1.0,711
UBQLN1_sg4,P01-P01,R03-C12,1.0,2219
UBQLN1_sg4,P01-P01,R03-C02,1.0,2476
UBQLN1_sg4,P01-P01,R03-C10,0.0,347
UBQLN1_sg4,P01-P01,R03-C04,0.0,503
UBQLN1_sg4,P01-P01,R03-C16,0.0,676
UBQLN1_sg4,P01-P01,R03-C06,1.0,2589
UBQLN1_sg4,P01-P01,R03-C14,1.0,1113
UBQLN1_sg4,P01-P01,R15-C22,1.0,5252
UBQLN1_sg4,P01-P01,R15-C20,1.0,2058
UBQLN1_sg4,P01-P01,R15-C24,1.0,2164
UBQLN1_sg4,P01-P01,R15-C08,1.0,2505
UBQLN1_sg4,P01-P01,R15-C18,0.0,713
UBQLN1_sg4,P01-P01,R15-C12,1.0,1665
UBQLN1_sg4,P01-P01,R15-C02,1.0,2056
UBQLN1_sg4,P01-P01,R15-C10,0.0,352
UBQLN1_sg4,P01-P01,R15-C04,1.0,855
UBQLN1_sg4,P01-P01,R15-C16,1.0,2397
UBQLN1_sg4,P01-P01,R15-C06,1.0,629
UBQLN1_sg4,P01-P01,R15-C14,0.0,852
UBQLN1_sg4,P01-P01,R05-C22,0.0,1489
UBQLN1_sg4,P01-P01,R05-C20,1.0,1810
UBQLN1_sg4,P01-P01,R05-C24,1.0,2433
UBQLN1_sg4,P01-P01,R05-C08,1.0,6293
UBQLN1_sg4,P01-P01,R05-C18,1.0,4970
UBQLN1_sg4,P01-P01,R05-C12,0.0,869
UBQLN1_sg4,P01-P01,R05-C02,1.0,2759
UBQLN1_sg4,P01-P01,R05-C10,0.0,521
UBQLN1_sg4,P01-P01,R05-C04,0.0,762
UBQLN1_sg4,P01-P01,R05-C16,0.0,3557
UBQLN1_sg4,P01-P01,R05-C06,0.0,707
UBQLN1_sg4,P01-P01,R05-C14,1.0,3035
UBQLN1_sg4,P01-P01,R13-C22,1.0,2875
UBQLN1_sg4,P01-P01,R13-C20,1.0,462
UBQLN1_sg4,P01-P01,R13-C24,0.0,529
UBQLN1_sg4,P01-P01,R13-C08,0.0,2010
UBQLN1_sg4,P01-P01,R13-C18,0.0,608
UBQLN1_sg4,P01-P01,R13-C12,1.0,1683
UBQLN1_sg4,P01-P01,R13-C02,1.0,1984
UBQLN1_sg4,P01-P01,R13-C10,1.0,1542
UBQLN1_sg4,P01-P01,R13-C04,0.0,448
UBQLN1_sg4,P01-P01,R13-C16,1.0,2994
UBQLN1_sg4,P01-P01,R13-C06,0.0,396
UBQLN1_sg4,P01-P01,R13-C14,1.0,1677
UBQLN1_sg4,P01-P01,R11-C22,1.0,1685
UBQLN1_sg4,P01-P01,R11-C20,1.0,1188
UBQLN1_sg4,P01-P01,R11-C24,0.0,528
UBQLN1_sg4,P01-P01,R11-C08,1.0,2069
UBQLN1_sg4,P01-P01,R11-C18,1.0,2291
UBQLN1_sg4,P01-P01,R11-C12,0.0,535
UBQLN1_sg4,P01-P01,R11-C02,1.0,1683
UBQLN1_sg4,P01-P01,R11-C10,1.0,2194
UBQLN1_sg4,P01-P01,R11-C04,1.0,1819
UBQLN1_sg4,P01-P01,R11-C16,0.0,607
UBQLN1_sg4,P01-P01,R11-C06,1.0,1088
UBQLN1_sg4,P01-P01,R11-C14,1.0,1798
UBQLN1_sg4,P01-P01,R09-C22,1.0,1633
UBQLN1_sg4,P01-P01,R09-C20,1.0,1153
UBQLN1_sg4,P01-P01,R09-C24,1.0,1371
UBQLN1_sg4,P01-P01,R09-C08,1.0,1391
UBQLN1_sg4,P01-P01,R09-C18,0.0,599
UBQLN1_sg4,P01-P01,R09-C12,1.0,1404
UBQLN1_sg4,P01-P01,R09-C02,1.0,790
UBQLN1_sg4,P01-P01,R09-C10,1.0,708
UBQLN1_sg4,P01-P01,R09-C04,1.0,1198
UBQLN1_sg4,P01-P01,R09-C16,1.0,1292
UBQLN1_sg4,P01-P01,R09-C06,1.0,1185
UBQLN1_sg4,P01-P01,R09-C14,1.0,2014
UBQLN1_sg4,P01-P01,R07-C22,0.0,874
UBQLN1_sg4,P01-P01,R07-C20,1.0,1694
UBQLN1_sg4,P01-P01,R07-C24,0.0,461
UBQLN1_sg4,P01-P01,R07-C08,1.0,2043
UBQLN1_sg4,P01-P01,R07-C18,1.0,1922
UBQLN1_sg4,P01-P01,R07-C12,0.0,468
UBQLN1_sg4,P01-P01,R07-C02,1.0,1578
UBQLN1_sg4,P01-P01,R07-C10,0.0,332
UBQLN1_sg4,P01-P01,R07-C04,1.0,1659
UBQLN1_sg4,P01-P01,R07-C16,0.0,568
UBQLN1_sg4,P01-P01,R07-C06,0.0,1475
UBQLN1_sg4,P01-P01,R07-C14,1.0,2169
UBQLN1_sg4,P04-P04,R01-C22,0.0,3670
UBQLN1_sg4,P04-P04,R01-C20,1.0,1827
UBQLN1_sg4,P04-P04,R01-C24,0.0,2380
UBQLN1_sg4,P04-P04,R01-C08,0.0,1288
UBQLN1_sg4,P04-P04,R01-C18,1.0,2607
UBQLN1_sg4,P04-P04,R01-C12,1.0,5127
UBQLN1_sg4,P04-P04,R01-C02,0.0,1016
UBQLN1_sg4,P04-P04,R01-C10,1.0,462
UBQLN1_sg4,P04-P04,R01-C04,1.0,2279
UBQLN1_sg4,P04-P04,R01-C16,0.0,800
UBQLN1_sg4,P04-P04,R01-C06,0.0,554
UBQLN1_sg4,P04-P04,R01-C14,1.0,4540
UBQLN1_sg4,P04-P04,R03-C22,1.0,6970
UBQLN1_sg4,P04-P04,R03-C20,0.0,790
UBQLN1_sg4,P04-P04,R03-C24,1.0,2141
UBQLN1_sg4,P04-P04,R03-C08,1.0,3881
UBQLN1_sg4,P04-P04,R03-C18,1.0,897
UBQLN1_sg4,P04-P04,R03-C12,1.0,2852
UBQLN1_sg4,P04-P04,R03-C02,1.0,3228
UBQLN1_sg4,P04-P04,R03-C10,0.0,441
UBQLN1_sg4,P04-P04,R03-C04,0.0,628
UBQLN1_sg4,P04-P04,R03-C16,0.0,806
UBQLN1_sg4,P04-P04,R03-C06,1.0,3172
UBQLN1_sg4,P04-P04,R03-C14,1.0,1395
UBQLN1_sg4,P04-P04,R15-C22,1.0,7332
UBQLN1_sg4,P04-P04,R15-C20,1.0,2735
UBQLN1_sg4,P04-P04,R15-C24,1.0,2853
UBQLN1_sg4,P04-P04,R15-C08,1.0,3241
UBQLN1_sg4,P04-P04,R15-C18,0.0,928
UBQLN1_sg4,P04-P04,R15-C12,1.0,2238
UBQLN1_sg4,P04-P04,R15-C02,1.0,2733
UBQLN1_sg4,P04-P04,R15-C10,0.0,412
UBQLN1_sg4,P04-P04,R15-C04,1.0,1138
UBQLN1_sg4,P04-P04,R15-C16,1.0,3104
UBQLN1_sg4,P04-P04,R15-C06,1.0,857
UBQLN1_sg4,P04-P04,R15-C14,0.0,1105
UBQLN1_sg4,P04-P04,R05-C22,0.0,1942
UBQLN1_sg4,P04-P04,R05-C20,1.0,2261
UBQLN1_sg4,P04-P04,R05-C24,1.0,3297
UBQLN1_sg4,P04-P04,R05-C08,1.0,8763
UBQLN1_sg4,P04-P04,R05-C18,1.0,6381
UBQLN1_sg4,P04-P04,R05-C12,0.0,1153
UBQLN1_sg4,P04-P04,R05-C02,1.0,3428
UBQLN1_sg4,P04-P04,R05-C10,0.0,704
UBQLN1_sg4,P04-P04,R05-C04,0.0,985
UBQLN1_sg4,P04-P04,R05-C16,0.0,4554
UBQLN1_sg4,P04-P04,R05-C06,0.0,863
UBQLN1_sg4,P04-P04,R05-C14,1.0,3921
UBQLN1_sg4,P04-P04,R13-C22,1.0,3573
UBQLN1_sg4,P04-P04,R13-C20,1.0,664
UBQLN1_sg4,P04-P04,R13-C24,0.0,634
UBQLN1_sg4,P04-P04,R13-C08,0.0,2673
UBQLN1_sg4,P04-P04,R13-C18,0.0,733
UBQLN1_sg4,P04-P04,R13-C12,1.0,2245
UBQLN1_sg4,P04-P04,R13-C02,1.0,2664
UBQLN1_sg4,P04-P04,R13-C10,1.0,1905
UBQLN1_sg4,P04-P04,R13-C04,0.0,565
UBQLN1_sg4,P04-P04,R13-C16,1.0,3988
UBQLN1_sg4,P04-P04,R13-C06,0.0,523
UBQLN1_sg4,P04-P04,R13-C14,1.0,2244
UBQLN1_sg4,P04-P04,R07-C22,0.0,1082
UBQLN1_sg4,P04-P04,R07-C20,1.0,2156
UBQLN1_sg4,P04-P04,R07-C24,0.0,626
UBQLN1_sg4,P04-P04,R07-C08,1.0,2642
UBQLN1_sg4,P04-P04,R07-C18,1.0,2447
UBQLN1_sg4,P04-P04,R07-C12,0.0,640
UBQLN1_sg4,P04-P04,R07-C02,1.0,1963
UBQLN1_sg4,P04-P04,R07-C10,0.0,370
UBQLN1_sg4,P04-P04,R07-C04,1.0,2095
UBQLN1_sg4,P04-P04,R07-C16,0.0,671
UBQLN1_sg4,P04-P04,R07-C06,0.0,1974
UBQLN1_sg4,P04-P04,R07-C14,1.0,2807
UBQLN1_sg4,P04-P04,R11-C22,1.0,2170
UBQLN1_sg4,P04-P04,R11-C20,1.0,1555
UBQLN1_sg4,P04-P04,R11-C24,0.0,683
UBQLN1_sg4,P04-P04,R11-C08,1.0,2723
UBQLN1_sg4,P04-P04,R11-C18,1.0,2998
UBQLN1_sg4,P04-P04,R11-C12,0.0,719
UBQLN1_sg4,P04-P04,R11-C02,1.0,2187
UBQLN1_sg4,P04-P04,R11-C10,1.0,2748
UBQLN1_sg4,P04-P04,R11-C04,1.0,2390
UBQLN1_sg4,P04-P04,R11-C16,0.0,764
UBQLN1_sg4,P04-P04,R11-C06,1.0,1452
UBQLN1_sg4,P04-P04,R11-C14,1.0,2512
UBQLN1_sg4,P04-P04,R09-C22,1.0,2152
UBQLN1_sg4,P04-P04,R09-C20,1.0,1529
UBQLN1_sg4,P04-P04,R09-C24,1.0,1879
UBQLN1_sg4,P04-P04,R09-C08,1.0,1786
UBQLN1_sg4,P04-P04,R09-C18,0.0,746
UBQLN1_sg4,P04-P04,R09-C12,1.0,1991
UBQLN1_sg4,P04-P04,R09-C02,1.0,1115
UBQLN1_sg4,P04-P04,R09-C10,1.0,886
UBQLN1_sg4,P04-P04,R09-C04,1.0,1645
UBQLN1_sg4,P04-P04,R09-C16,1.0,1698
UBQLN1_sg4,P04-P04,R09-C06,1.0,1473
UBQLN1_sg4,P04-P04,R09-C14,1.0,2656
UBQLN1_sg4,P05-P05,R13-C22,1.0,2213
UBQLN1_sg4,P05-P05,R13-C20,1.0,322
UBQLN1_sg4,P05-P05,R13-C24,0.0,329
UBQLN1_sg4,P05-P05,R13-C08,0.0,1560
UBQLN1_sg4,P05-P05,R13-C18,0.0,374
UBQLN1_sg4,P05-P05,R13-C12,1.0,1307
UBQLN1_sg4,P05-P05,R13-C02,1.0,1600
UBQLN1_sg4,P05-P05,R13-C10,1.0,1151
UBQLN1_sg4,P05-P05,R13-C04,0.0,304
UBQLN1_sg4,P05-P05,R13-C16,1.0,2503
UBQLN1_sg4,P05-P05,R13-C06,0.0,252
UBQLN1_sg4,P05-P05,R13-C14,1.0,1400
UBQLN1_sg4,P05-P05,R01-C22,0.0,2170
UBQLN1_sg4,P05-P05,R01-C20,1.0,1113
UBQLN1_sg4,P05-P05,R01-C24,0.0,1460
UBQLN1_sg4,P05-P05,R01-C08,0.0,692
UBQLN1_sg4,P05-P05,R01-C18,1.0,1623
UBQLN1_sg4,P05-P05,R01-C12,1.0,3097
UBQLN1_sg4,P05-P05,R01-C02,0.0,476
UBQLN1_sg4,P05-P05,R01-C10,1.0,208
UBQLN1_sg4,P05-P05,R01-C04,1.0,1440
UBQLN1_sg4,P05-P05,R01-C16,0.0,416
UBQLN1_sg4,P05-P05,R01-C06,0.0,306
UBQLN1_sg4,P05-P05,R01-C14,1.0,2918
UBQLN1_sg4,P05-P05,R03-C22,1.0,4250
UBQLN1_sg4,P05-P05,R03-C20,0.0,413
UBQLN1_sg4,P05-P05,R03-C24,1.0,1286
UBQLN1_sg4,P05-P05,R03-C08,1.0,2375
UBQLN1_sg4,P05-P05,R03-C18,1.0,466
UBQLN1_sg4,P05-P05,R03-C12,1.0,1714
UBQLN1_sg4,P05-P05,R03-C02,1.0,2001
UBQLN1_sg4,P05-P05,R03-C10,0.0,210
UBQLN1_sg4,P05-P05,R03-C04,0.0,329
UBQLN1_sg4,P05-P05,R03-C16,0.0,417
UBQLN1_sg4,P05-P05,R03-C06,1.0,2100
UBQLN1_sg4,P05-P05,R03-C14,1.0,808
UBQLN1_sg4,P05-P05,R15-C22,1.0,4431
UBQLN1_sg4,P05-P05,R15-C20,1.0,1655
UBQLN1_sg4,P05-P05,R15-C24,1.0,1744
UBQLN1_sg4,P05-P05,R15-C08,1.0,1915
UBQLN1_sg4,P05-P05,R15-C18,0.0,517
UBQLN1_sg4,P05-P05,R15-C12,1.0,1209
UBQLN1_sg4,P05-P05,R15-C02,1.0,1584
UBQLN1_sg4,P05-P05,R15-C10,0.0,236
UBQLN1_sg4,P05-P05,R15-C04,1.0,593
UBQLN1_sg4,P05-P05,R15-C16,1.0,1946
UBQLN1_sg4,P05-P05,R15-C06,1.0,447
UBQLN1_sg4,P05-P05,R15-C14,0.0,515
UBQLN1_sg4,P05-P05,R05-C22,0.0,998
UBQLN1_sg4,P05-P05,R05-C20,1.0,1448
UBQLN1_sg4,P05-P05,R05-C24,1.0,1834
UBQLN1_sg4,P05-P05,R05-C08,1.0,5539
UBQLN1_sg4,P05-P05,R05-C18,1.0,4101
UBQLN1_sg4,P05-P05,R05-C12,0.0,598
UBQLN1_sg4,P05-P05,R05-C02,1.0,2061
UBQLN1_sg4,P05-P05,R05-C10,0.0,320
UBQLN1_sg4,P05-P05,R05-C04,0.0,494
UBQLN1_sg4,P05-P05,R05-C16,0.0,2805
UBQLN1_sg4,P05-P05,R05-C06,0.0,459
UBQLN1_sg4,P05-P05,R05-C14,1.0,2388
UBQLN1_sg4,P05-P05,R07-C22,0.0,545
UBQLN1_sg4,P05-P05,R07-C20,1.0,1380
UBQLN1_sg4,P05-P05,R07-C24,0.0,302
UBQLN1_sg4,P05-P05,R07-C08,1.0,1605
UBQLN1_sg4,P05-P05,R07-C18,1.0,1584
UBQLN1_sg4,P05-P05,R07-C12,0.0,301
UBQLN1_sg4,P05-P05,R07-C02,1.0,1191
UBQLN1_sg4,P05-P05,R07-C10,0.0,195
UBQLN1_sg4,P05-P05,R07-C04,1.0,1334
UBQLN1_sg4,P05-P05,R07-C16,0.0,367
UBQLN1_sg4,P05-P05,R07-C06,0.0,1172
UBQLN1_sg4,P05-P05,R07-C14,1.0,1771
UBQLN1_sg4,P05-P05,R11-C22,1.0,1335
UBQLN1_sg4,P05-P05,R11-C20,1.0,984
UBQLN1_sg4,P05-P05,R11-C24,0.0,359
UBQLN1_sg4,P05-P05,R11-C08,1.0,1630
UBQLN1_sg4,P05-P05,R11-C18,1.0,1934
UBQLN1_sg4,P05-P05,R11-C12,0.0,379
UBQLN1_sg4,P05-P05,R11-C02,1.0,1298
UBQLN1_sg4,P05-P05,R11-C10,1.0,1637
UBQLN1_sg4,P05-P05,R11-C04,1.0,1501
UBQLN1_sg4,P05-P05,R11-C16,0.0,388
UBQLN1_sg4,P05-P05,R11-C06,1.0,863
UBQLN1_sg4,P05-P05,R11-C14,1.0,1501
UBQLN1_sg4,P05-P05,R09-C22,1.0,1139
UBQLN1_sg4,P05-P05,R09-C20,1.0,830
UBQLN1_sg4,P05-P05,R09-C24,1.0,1069
UBQLN1_sg4,P05-P05,R09-C08,1.0,989
UBQLN1_sg4,P05-P05,R09-C18,0.0,406
UBQLN1_sg4,P05-P05,R09-C12,1.0,1097
UBQLN1_sg4,P05-P05,R09-C02,1.0,540
UBQLN1_sg4,P05-P05,R09-C10,1.0,478
UBQLN1_sg4,P05-P05,R09-C04,1.0,951
UBQLN1_sg4,P05-P05,R09-C16,1.0,931
UBQLN1_sg4,P05-P05,R09-C06,1.0,740
UBQLN1_sg4,P05-P05,R09-C14,1.0,1323
UBQLN1_sg4,P06-P06,R01-C22,0.0,1646
UBQLN1_sg4,P06-P06,R01-C20,1.0,840
UBQLN1_sg4,P06-P06,R01-C24,0.0,967
UBQLN1_sg4,P06-P06,R01-C08,0.0,572
UBQLN1_sg4,P06-P06,R01-C18,1.0,1164
UBQLN1_sg4,P06-P06,R01-C12,1.0,2166
UBQLN1_sg4,P06-P06,R01-C02,0.0,439
UBQLN1_sg4,P06-P06,R01-C10,1.0,193
UBQLN1_sg4,P06-P06,R01-C04,1.0,1058
UBQLN1_sg4,P06-P06,R01-C16,0.0,326
UBQLN1_sg4,P06-P06,R01-C06,0.0,279
UBQLN1_sg4,P06-P06,R01-C14,1.0,1947
UBQLN1_sg4,P06-P06,R03-C22,1.0,2902
UBQLN1_sg4,P06-P06,R03-C20,0.0,314
UBQLN1_sg4,P06-P06,R03-C24,1.0,923
UBQLN1_sg4,P06-P06,R03-C08,1.0,1707
UBQLN1_sg4,P06-P06,R03-C18,1.0,379
UBQLN1_sg4,P06-P06,R03-C12,1.0,1285
UBQLN1_sg4,P06-P06,R03-C02,1.0,1482
UBQLN1_sg4,P06-P06,R03-C10,0.0,168
UBQLN1_sg4,P06-P06,R03-C04,0.0,274
UBQLN1_sg4,P06-P06,R03-C16,0.0,336
UBQLN1_sg4,P06-P06,R03-C06,1.0,1486
UBQLN1_sg4,P06-P06,R03-C14,1.0,613
UBQLN1_sg4,P06-P06,R15-C22,1.0,3196
UBQLN1_sg4,P06-P06,R15-C20,1.0,1226
UBQLN1_sg4,P06-P06,R15-C24,1.0,1294
UBQLN1_sg4,P06-P06,R15-C08,1.0,1427
UBQLN1_sg4,P06-P06,R15-C18,0.0,425
UBQLN1_sg4,P06-P06,R15-C12,1.0,933
UBQLN1_sg4,P06-P06,R15-C02,1.0,1219
UBQLN1_sg4,P06-P06,R15-C10,0.0,177
UBQLN1_sg4,P06-P06,R15-C04,1.0,474
UBQLN1_sg4,P06-P06,R15-C16,1.0,1396
UBQLN1_sg4,P06-P06,R15-C06,1.0,336
UBQLN1_sg4,P06-P06,R15-C14,0.0,452
UBQLN1_sg4,P06-P06,R05-C22,0.0,878
UBQLN1_sg4,P06-P06,R05-C20,1.0,1036
UBQLN1_sg4,P06-P06,R05-C24,1.0,1431
UBQLN1_sg4,P06-P06,R05-C08,1.0,3953
UBQLN1_sg4,P06-P06,R05-C18,1.0,2807
UBQLN1_sg4,P06-P06,R05-C12,0.0,527
UBQLN1_sg4,P06-P06,R05-C02,1.0,1545
UBQLN1_sg4,P06-P06,R05-C10,0.0,243
UBQLN1_sg4,P06-P06,R05-C04,0.0,429
UBQLN1_sg4,P06-P06,R05-C16,0.0,2020
UBQLN1_sg4,P06-P06,R05-C06,0.0,423
UBQLN1_sg4,P06-P06,R05-C14,1.0,1732
